index,src,tar
3,끈적한무겁지만,bold
4,느낌의,-
5,구만대의,-
6,와인,-
7,추천해줘,-
8,,-
1,떨떠름,tannic
2,덜단,sweet
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,안떫은,tannic
2,6만원,-
3,넘어도,-
4,의,-
5,와인,-
6,추천해줘,-
7,,-
1,쓰지않으며,tannic
2,진하며,bold
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,안떫고,tannic
2,안신거,acidic
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,달지안은,sweet
2,맛에,-
3,상쾌한거,bold
4,느낌으로,-
5,세콤했으면,acidic
6,추천해줘,-
7,,-
1,와인,-
2,중에,-
3,달달하지않으면,sweet
4,안무거웠으면,bold
5,느낌의,-
6,와인,-
7,추천해줘,-
8,400000원보다,-
9,저렴한,-
10,,-
1,덜달달한,sweet
2,와인,-
3,중에,-
4,안신걸로,acidic
5,50만이하,-
6,와인,-
7,추천해줘,-
8,,-
1,시었으면,acidic
2,와인,-
3,중에서,-
4,50000원대의,-
5,추천,-
6,해줄래,-
7,바디감은,-
8,진하며,bold
9,,-
10,,-
1,화이트와인,category
2,에,-
3,풀바디한걸로,bold
4,느낌을,-
5,주는,-
6,적당히달달한,sweet
7,맛의,-
8,와인,-
9,,-
1,선물로,-
2,구매할,-
3,단걸로,sweet
4,와인,-
5,중에,-
6,산미가높은,acidic
7,맛의,-
8,화이트와인,category
9,와인,-
10,보여줘,-
1,30000대,-
2,달콤한거로,sweet
3,맛,-
4,좀,-
5,내는,-
6,화이트와인,category
7,와인,-
1,산더낮은,acidic
2,와인으로,-
3,끈적한걸로,bold
4,느낌을,-
5,주는,-
6,레드와인,category
7,추천,-
1,싸우고,-
2,화해할,-
3,가벼운,bold
4,느낌있는,-
5,사십만원보다,-
6,저렴한,-
7,와인,-
8,화이트와인,category
9,로,-
10,추천해줘,-
11,,-
1,화이트와인,category
2,와인,-
3,중에서,-
4,마실,-
5,때,-
6,산미있는,acidic
7,맛나는,-
8,육만원쯤,-
9,와인,-
1,달달했으면,sweet
2,맛에,-
3,청량했으면,bold
4,느낌으로,-
5,스무스하게넘어가는,tannic
6,추천해줘,-
7,,-
1,덜단걸로,sweet
2,맛에,-
3,쌉쓰름하고,tannic
4,느낌으로,-
5,덜신걸로,acidic
6,추천해줘,-
7,,-
1,안달달하고,sweet
2,맛에,-
3,30000이하,-
4,느낌으로,-
5,떨떠름한,tannic
6,추천해줘,-
7,,-
1,떫지않은거로,tannic
2,맛에,-
3,상쾌한거,bold
4,느낌으로,-
5,산미가약한,acidic
6,추천해줘,-
7,,-
1,부드러운,bold
2,맛에,-
3,쓰지않은거로,tannic
4,느낌으로,-
5,만정도의,-
6,추천해줘,-
7,,-
1,안신거로,acidic
2,맛에,-
3,씁쓰레한,tannic
4,느낌으로,-
5,80000정도,-
6,추천해줘,-
7,,-
1,달콤하며,sweet
2,상쾌하게,bold
3,느낌,-
4,있는,-
5,시지않은걸로,acidic
6,화이트와인,category
7,와인,-
8,있을까,-
1,적당히달은,sweet
2,마실,-
3,때,-
4,가볍지않고,bold
5,느낌,-
6,주는,-
7,10000원,-
8,의,-
9,레드와인,category
10,와인,-
11,추천,-
12,부탁해,-
1,안달달한거로,sweet
2,레드와인,category
3,와인인데,-
4,안신거,acidic
5,오만정도,-
6,와인,-
7,추천해줘,-
1,와인,-
2,잘,-
3,모르는데,-
4,산미가강한,acidic
5,레드와인,category
6,와인으로,-
7,무거웠으면,bold
8,20000대의,-
9,추천해줘,-
1,간단하게,-
2,마실,-
3,달달한거로,sweet
4,목,-
5,넘김은,-
6,풀바디하게,bold
7,느낌으로,-
8,시지않은,acidic
9,이십만원쯤의,-
10,와인,-
11,추천해줘,-
12,,-
1,달콤했으면,sweet
2,바디감높은,bold
3,느낌,-
4,있는,-
5,새콤한,acidic
6,쓴거,tannic
7,와인,-
8,있을까,-
1,스위트로,sweet
2,헤비하며,bold
3,느낌,-
4,있는,-
5,안쓴,tannic
6,삼만원쯤의,-
7,와인,-
8,있을까,-
1,달짝지근하며,sweet
2,쓴,tannic
3,느낌,-
4,있는,-
5,아주산미,acidic
6,30000대의,-
7,와인,-
8,있을까,-
1,쓰지않은,tannic
2,헤비하게,bold
3,느낌,-
4,있는,-
5,산미있는,acidic
6,칠만원보다,-
7,비싼,-
8,와인,-
9,있을까,-
1,신맛이보통인,acidic
2,레드와인,category
3,와인으로,-
4,당도는,-
5,드라이했으면,sweet
6,바디감은,-
7,상쾌하며,bold
8,추천해줘,-
9,가격은,-
10,400000원보다,-
11,비싼,-
12,,-
1,안시게,acidic
2,안떫은,tannic
3,느낌의,-
4,당도는,-
5,덜단거,sweet
6,바디감은,-
7,무겁지않으며,bold
8,추천해줘,-
9,가격은,-
10,만원,-
11,넘어도,-
12,,-
1,괜찮은,-
2,와인에는,-
3,뭐가,-
4,있을까,-
1,레드와인,category
2,와인,-
3,추천해줘,-
1,스위트하게,sweet
2,분위기,-
3,좋은,-
4,와인,-
5,추천해줘,-
1,와인,-
2,처음,-
3,먹어보는데,-
4,끈적했으면,bold
5,느낌있는,-
6,걸로,-
7,추천,-
8,해줄래,-
1,저녁에,-
2,마실,-
3,시큼했으면,acidic
4,와인이,-
5,있을까,-
1,파티할,-
2,때,-
3,마실,-
4,구만원대의,-
5,와인,-
6,좀,-
7,추천해줘,-
1,탄닌감이보통인,tannic
2,와인,-
3,추천해줘,-
1,달콤,sweet
2,와인,-
3,추천해줘,-
4,종류는,-
5,레드와인,category
6,,-
1,화이트와인,category
2,와인,-
3,중에,-
4,묵직,bold
5,와인,-
6,있어,-
1,산도가낮은,acidic
2,레드와인,category
3,와인,-
4,있을까,-
1,친구들이랑,-
2,마실건데,-
3,30만원쯤의,-
4,레드와인,category
5,와인,-
6,추천,-
1,화날,-
2,때,-
3,먹을,-
4,않단,sweet
5,상쾌했으면,bold
6,와인,-
7,있어,-
8,,-
1,조금시큼한,acidic
2,팔만원보다,-
3,비싼,-
4,취하지,-
5,않게,-
6,기분만,-
7,낼,-
8,수,-
9,있는,-
10,와인,-
11,추천해줘,-
12,,-
1,시지않았으면,acidic
2,와인,-
3,있으면,-
4,추천해줘,-
5,달지않은걸로,sweet
6,,-
1,덜단거로,sweet
2,8만정도의,-
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,라이트한걸로,bold
2,느낌을,-
3,주는,-
4,시지않게,acidic
5,맛이,-
6,괜찮은,-
7,와인,-
8,추천해줘,-
9,,-
1,기분을,-
2,달래줄,-
3,가벼웠으면,bold
4,느낌의,-
5,9만원,-
6,와인,-
7,추천해줘,-
8,,-
1,떫지않은,tannic
2,스위트한거로,sweet
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,타닌감이있는,tannic
2,사만정도,-
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,떫은,tannic
2,라이트로,bold
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,타닌감이보통인,tannic
2,신거,acidic
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,안달달한거로,sweet
2,맛에,-
3,무거우며,bold
4,느낌으로,-
5,신맛이나는,acidic
6,추천해줘,-
7,,-
1,와인,-
2,중에,-
3,안달달하게,sweet
4,섬세한,bold
5,느낌의,-
6,와인,-
7,추천해줘,-
8,60000보다,-
9,저렴한,-
10,,-
1,덜단것으로,sweet
2,와인,-
3,중에,-
4,산미있는,acidic
5,30000원보다,-
6,낮은,-
7,와인,-
8,추천해줘,-
9,,-
1,산도가높은,acidic
2,와인,-
3,중에서,-
4,십만원,-
5,이하,-
6,추천,-
7,해줄래,-
8,바디감은,-
9,가볍지않은,bold
10,,-
11,,-
1,레드와인,category
2,에,-
3,풀바디한걸로,bold
4,느낌을,-
5,주는,-
6,달짝지근했으면,sweet
7,맛의,-
8,와인,-
9,,-
1,선물로,-
2,구매할,-
3,달달하고,sweet
4,와인,-
5,중에,-
6,시고,acidic
7,맛의,-
8,화이트와인,category
9,와인,-
10,보여줘,-
1,십만대,-
2,달짝지근,sweet
3,맛,-
4,좀,-
5,내는,-
6,레드와인,category
7,와인,-
1,시었으면,acidic
2,와인으로,-
3,상쾌한걸로,bold
4,느낌을,-
5,주는,-
6,화이트와인,category
7,추천,-
1,싸우고,-
2,화해할,-
3,진한,bold
4,느낌있는,-
5,8만대의,-
6,와인,-
7,화이트와인,category
8,로,-
9,추천해줘,-
10,,-
1,화이트와인,category
2,와인,-
3,중에서,-
4,마실,-
5,때,-
6,신거,acidic
7,맛나는,-
8,육십만원보다,-
9,낮은,-
10,와인,-
1,달콤하며,sweet
2,맛에,-
3,파워풀한,bold
4,느낌으로,-
5,떫지않은거,tannic
6,추천해줘,-
7,,-
1,안달고,sweet
2,맛에,-
3,덜쓴,tannic
4,느낌으로,-
5,산미가거의없는,acidic
6,추천해줘,-
7,,-
1,달콤하고,sweet
2,맛에,-
3,삼만원보다,-
4,저렴한,-
5,느낌으로,-
6,쓰지않고,tannic
7,추천해줘,-
8,,-
1,스무스한,tannic
2,맛에,-
3,안무거웠으면,bold
4,느낌으로,-
5,신거,acidic
6,추천해줘,-
7,,-
1,무거운거,bold
2,맛에,-
3,덜쓴,tannic
4,느낌으로,-
5,50000원이하,-
6,추천해줘,-
7,,-
1,상큼한거,acidic
2,맛에,-
3,타닌감이낮은,tannic
4,느낌으로,-
5,150000원보다,-
6,비싼,-
7,추천해줘,-
8,,-
1,달지않고,sweet
2,풀,bold
3,느낌,-
4,있는,-
5,조금시큼한걸로,acidic
6,레드와인,category
7,와인,-
8,있을까,-
1,덜단,sweet
2,마실,-
3,때,-
4,묵직한,bold
5,느낌,-
6,주는,-
7,십오만원쯤의,-
8,의,-
9,화이트와인,category
10,와인,-
11,추천,-
12,부탁해,-
1,스위트한,sweet
2,화이트와인,category
3,와인인데,-
4,산미가있는,acidic
5,50000보다,-
6,저렴한,-
7,와인,-
8,추천해줘,-
1,와인,-
2,잘,-
3,모르는데,-
4,상큼한,acidic
5,레드와인,category
6,와인으로,-
7,무게감있는,bold
8,60000이하,-
9,추천해줘,-
1,간단하게,-
2,마실,-
3,스위트한걸로,sweet
4,목,-
5,넘김은,-
6,진하며,bold
7,느낌으로,-
8,산미가약한,acidic
9,삼십만원쯤의,-
10,와인,-
11,추천해줘,-
12,,-
1,스위트로,sweet
2,상쾌하게,bold
3,느낌,-
4,있는,-
5,조금시큼한,acidic
6,탄닌감이낮은,tannic
7,와인,-
8,있을까,-
1,덜단,sweet
2,청량하며,bold
3,느낌,-
4,있는,-
5,타닌이있는,tannic
6,80000원,-
7,와인,-
8,있을까,-
1,달짝지근하며,sweet
2,씁쓸하고,tannic
3,느낌,-
4,있는,-
5,적당한산도의,acidic
6,팔만정도,-
7,와인,-
8,있을까,-
1,씁쓸하지않고,tannic
2,가벼운걸로,bold
3,느낌,-
4,있는,-
5,새콤한,acidic
6,1만원,-
7,넘어도,-
8,와인,-
9,있을까,-
1,시큼한,acidic
2,화이트와인,category
3,와인으로,-
4,당도는,-
5,스위트하고,sweet
6,바디감은,-
7,적당한무게,bold
8,추천해줘,-
9,가격은,-
10,만원,-
11,이하,-
12,,-
1,시지않은거,acidic
2,살짝스파이시한,tannic
3,느낌의,-
4,당도는,-
5,스위트한거로,sweet
6,바디감은,-
7,상쾌하게,bold
8,추천해줘,-
9,가격은,-
10,20만원보다,-
11,비싼,-
12,,-
1,무슨,-
2,와인,-
3,마실까,-
1,레드와인,category
2,와인,-
3,추천해줘,-
1,안달달한거,sweet
2,분위기,-
3,좋은,-
4,와인,-
5,추천해줘,-
1,와인,-
2,처음,-
3,먹어보는데,-
4,상쾌하며,bold
5,느낌있는,-
6,걸로,-
7,추천,-
8,해줄래,-
1,저녁에,-
2,마실,-
3,안시며,acidic
4,와인이,-
5,있을까,-
1,파티할,-
2,때,-
3,마실,-
4,만정도,-
5,와인,-
6,좀,-
7,추천해줘,-
1,타닌강한,tannic
2,와인,-
3,추천해줘,-
1,적당히달은,sweet
2,와인,-
3,추천해줘,-
4,종류는,-
5,레드와인,category
6,,-
1,레드와인,category
2,와인,-
3,중에,-
4,산뜻한,bold
5,와인,-
6,있어,-
1,산미가거의없는,acidic
2,화이트와인,category
3,와인,-
4,있을까,-
1,친구들이랑,-
2,마실건데,-
3,사십만보다,-
4,저렴한,-
5,레드와인,category
6,와인,-
7,추천,-
1,화날,-
2,때,-
3,먹을,-
4,달며,sweet
5,라이트,bold
6,와인,-
7,있어,-
8,,-
1,상큼한걸로,acidic
2,50만보다,-
3,저렴한,-
4,취하지,-
5,않게,-
6,기분만,-
7,낼,-
8,수,-
9,있는,-
10,와인,-
11,추천해줘,-
12,,-
1,산도가있는,acidic
2,와인,-
3,있으면,-
4,추천해줘,-
5,덜단,sweet
6,,-
1,달콤하며,sweet
2,사십만이하,-
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,진했으면,bold
2,느낌을,-
3,주는,-
4,조금시큼한거,acidic
5,맛이,-
6,괜찮은,-
7,와인,-
8,추천해줘,-
9,,-
1,기분을,-
2,달래줄,-
3,무겁지않은,bold
4,느낌의,-
5,사십만원쯤의,-
6,와인,-
7,추천해줘,-
8,,-
1,탄닌이없는,tannic
2,당도없는,sweet
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,떫지않으며,tannic
2,구만원이하,-
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,타닌이보통인,tannic
2,가볍지않은,bold
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,부드러운,tannic
2,시고,acidic
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,안단,sweet
2,맛에,-
3,상쾌,bold
4,느낌으로,-
5,새콤하게,acidic
6,추천해줘,-
7,,-
1,와인,-
2,중에,-
3,달콤했으면,sweet
4,가볍지않고,bold
5,느낌의,-
6,와인,-
7,추천해줘,-
8,600000원대의,-
9,,-
1,달달하게,sweet
2,와인,-
3,중에,-
4,새콤한,acidic
5,10000원대,-
6,와인,-
7,추천해줘,-
8,,-
1,상큼한거로,acidic
2,와인,-
3,중에서,-
4,50000원대,-
5,추천,-
6,해줄래,-
7,바디감은,-
8,청량하게,bold
9,,-
10,,-
1,레드와인,category
2,에,-
3,가벼운거,bold
4,느낌을,-
5,주는,-
6,안단걸로,sweet
7,맛의,-
8,와인,-
9,,-
1,선물로,-
2,구매할,-
3,스위트한걸로,sweet
4,와인,-
5,중에,-
6,적당한산도의,acidic
7,맛의,-
8,화이트와인,category
9,와인,-
10,보여줘,-
1,10000대,-
2,달달하지않은,sweet
3,맛,-
4,좀,-
5,내는,-
6,레드와인,category
7,와인,-
1,셨으면,acidic
2,와인으로,-
3,상쾌한거,bold
4,느낌을,-
5,주는,-
6,화이트와인,category
7,추천,-
1,싸우고,-
2,화해할,-
3,상쾌하며,bold
4,느낌있는,-
5,3만보다,-
6,저렴한,-
7,와인,-
8,레드와인,category
9,로,-
10,추천해줘,-
11,,-
1,레드와인,category
2,와인,-
3,중에서,-
4,마실,-
5,때,-
6,안신거로,acidic
7,맛나는,-
8,만정도의,-
9,와인,-
1,스위트하며,sweet
2,맛에,-
3,가벼운걸로,bold
4,느낌으로,-
5,타닌이없는,tannic
6,추천해줘,-
7,,-
1,달달한거로,sweet
2,맛에,-
3,조금스파이시한,tannic
4,느낌으로,-
5,약간산미있는,acidic
6,추천해줘,-
7,,-
1,달짝지근한,sweet
2,맛에,-
3,20만원,-
4,이하,-
5,느낌으로,-
6,안쓰고,tannic
7,추천해줘,-
8,,-
1,떫은,tannic
2,맛에,-
3,상쾌한거로,bold
4,느낌으로,-
5,시큼한거,acidic
6,추천해줘,-
7,,-
1,안무겁게,bold
2,맛에,-
3,안떫고,tannic
4,느낌으로,-
5,400000원쯤,-
6,추천해줘,-
7,,-
1,새콤하며,acidic
2,맛에,-
3,안떫고,tannic
4,느낌으로,-
5,30만원대의,-
6,추천해줘,-
7,,-
1,단거,sweet
2,헤비한,bold
3,느낌,-
4,있는,-
5,시게,acidic
6,레드와인,category
7,와인,-
8,있을까,-
1,단맛,sweet
2,마실,-
3,때,-
4,견고한,bold
5,느낌,-
6,주는,-
7,150000원이하,-
8,의,-
9,화이트와인,category
10,와인,-
11,추천,-
12,부탁해,-
1,덜단거,sweet
2,화이트와인,category
3,와인인데,-
4,산미낮은,acidic
5,6만원이하,-
6,와인,-
7,추천해줘,-
1,와인,-
2,잘,-
3,모르는데,-
4,조금시큼한거,acidic
5,화이트와인,category
6,와인으로,-
7,청량하게,bold
8,팔만원대,-
9,추천해줘,-
1,간단하게,-
2,마실,-
3,스위트하게,sweet
4,목,-
5,넘김은,-
6,진하고,bold
7,느낌으로,-
8,안신걸로,acidic
9,100000원대,-
10,와인,-
11,추천해줘,-
12,,-
1,덜단,sweet
2,헤비하고,bold
3,느낌,-
4,있는,-
5,산미가높은,acidic
6,타닌쎈,tannic
7,와인,-
8,있을까,-
1,단거로,sweet
2,진하게,bold
3,느낌,-
4,있는,-
5,스무스하게넘어가는,tannic
6,50000원,-
7,와인,-
8,있을까,-
1,달며,sweet
2,많이쓰지않은,tannic
3,느낌,-
4,있는,-
5,안신거,acidic
6,20000원대,-
7,와인,-
8,있을까,-
1,타닌감이있는,tannic
2,가볍게,bold
3,느낌,-
4,있는,-
5,시큼한거,acidic
6,오만대의,-
7,와인,-
8,있을까,-
1,산미,acidic
2,레드와인,category
3,와인으로,-
4,당도는,-
5,드라이한걸로,sweet
6,바디감은,-
7,안무거우며,bold
8,추천해줘,-
9,가격은,-
10,구만원보다,-
11,비싼,-
12,,-
1,상큼하고,acidic
2,떫지않은,tannic
3,느낌의,-
4,당도는,-
5,적당히단,sweet
6,바디감은,-
7,가볍지않으며,bold
8,추천해줘,-
9,가격은,-
10,20000원보다,-
11,낮은,-
12,,-
1,무슨,-
2,와인,-
3,살까,-
1,레드와인,category
2,와인,-
3,추천해줘,-
1,단거로,sweet
2,분위기,-
3,좋은,-
4,와인,-
5,추천해줘,-
1,와인,-
2,처음,-
3,먹어보는데,-
4,파워풀한,bold
5,느낌있는,-
6,걸로,-
7,추천,-
8,해줄래,-
1,저녁에,-
2,마실,-
3,안시었으면,acidic
4,와인이,-
5,있을까,-
1,파티할,-
2,때,-
3,마실,-
4,10만이하,-
5,와인,-
6,좀,-
7,추천해줘,-
1,탄닌이있는,tannic
2,와인,-
3,추천해줘,-
1,스위트한,sweet
2,와인,-
3,추천해줘,-
4,종류는,-
5,화이트와인,category
6,,-
1,레드와인,category
2,와인,-
3,중에,-
4,산뜻하게,bold
5,와인,-
6,있어,-
1,시큼한,acidic
2,화이트와인,category
3,와인,-
4,있을까,-
1,친구들이랑,-
2,마실건데,-
3,이십만원,-
4,이하,-
5,화이트와인,category
6,와인,-
7,추천,-
1,화날,-
2,때,-
3,먹을,-
4,드라이한거,sweet
5,가볍지만,bold
6,와인,-
7,있어,-
8,,-
1,시큼했으면,acidic
2,60만원보다,-
3,저렴한,-
4,취하지,-
5,않게,-
6,기분만,-
7,낼,-
8,수,-
9,있는,-
10,와인,-
11,추천해줘,-
12,,-
1,새콤한,acidic
2,와인,-
3,있으면,-
4,추천해줘,-
5,단거로,sweet
6,,-
1,드라이한거로,sweet
2,20만원,-
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,풀인걸로,bold
2,느낌을,-
3,주는,-
4,새콤하며,acidic
5,맛이,-
6,괜찮은,-
7,와인,-
8,추천해줘,-
9,,-
1,기분을,-
2,달래줄,-
3,진한걸로,bold
4,느낌의,-
5,사만정도,-
6,와인,-
7,추천해줘,-
8,,-
1,타닌이없는,tannic
2,달콤하고,sweet
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,적당히쓴,tannic
2,40만원쯤의,-
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,스무스하게넘어가는,tannic
2,부드러운,bold
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,부드러운,tannic
2,상큼했으면,acidic
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,달짝지근한,sweet
2,맛에,-
3,풀인거,bold
4,느낌으로,-
5,시지않은,acidic
6,추천해줘,-
7,,-
1,와인,-
2,중에,-
3,안달달한거로,sweet
4,중후한,bold
5,느낌의,-
6,와인,-
7,추천해줘,-
8,9만원,-
9,어치,-
10,,-
1,달지않으며,sweet
2,와인,-
3,중에,-
4,아주신,acidic
5,9만원,-
6,와인,-
7,추천해줘,-
8,,-
1,산미,acidic
2,와인,-
3,중에서,-
4,이만대,-
5,추천,-
6,해줄래,-
7,바디감은,-
8,안무거우며,bold
9,,-
10,,-
1,레드와인,category
2,에,-
3,진한거로,bold
4,느낌을,-
5,주는,-
6,달지않은,sweet
7,맛의,-
8,와인,-
9,,-
1,선물로,-
2,구매할,-
3,달달한걸로,sweet
4,와인,-
5,중에,-
6,조금시큼한거로,acidic
7,맛의,-
8,화이트와인,category
9,와인,-
10,보여줘,-
1,3만원,-
2,어치,-
3,드라이했으면,sweet
4,맛,-
5,좀,-
6,내는,-
7,레드와인,category
8,와인,-
1,새콤한거로,acidic
2,와인으로,-
3,풀바디하고,bold
4,느낌을,-
5,주는,-
6,레드와인,category
7,추천,-
1,싸우고,-
2,화해할,-
3,단단한,bold
4,느낌있는,-
5,400000원,-
6,어치,-
7,와인,-
8,화이트와인,category
9,로,-
10,추천해줘,-
11,,-
1,레드와인,category
2,와인,-
3,중에서,-
4,마실,-
5,때,-
6,조금시큼한거,acidic
7,맛나는,-
8,50만원,-
9,와인,-
1,스위트한거,sweet
2,맛에,-
3,진하며,bold
4,느낌으로,-
5,타닌감이강한,tannic
6,추천해줘,-
7,,-
1,스위트하게,sweet
2,맛에,-
3,탄닌감이낮은,tannic
4,느낌으로,-
5,시게,acidic
6,추천해줘,-
7,,-
1,달콤하게,sweet
2,맛에,-
3,10000원,-
4,어치,-
5,느낌으로,-
6,타닌이강한,tannic
7,추천해줘,-
8,,-
1,쓴,tannic
2,맛에,-
3,헤비,bold
4,느낌으로,-
5,산미가낮은,acidic
6,추천해줘,-
7,,-
1,진한,bold
2,맛에,-
3,쓰며,tannic
4,느낌으로,-
5,오만원이하,-
6,추천해줘,-
7,,-
1,조금시큼하며,acidic
2,맛에,-
3,타닌감높은,tannic
4,느낌으로,-
5,60만원보다,-
6,저렴한,-
7,추천해줘,-
8,,-
1,드라이,sweet
2,바디감이있는,bold
3,느낌,-
4,있는,-
5,상큼하고,acidic
6,화이트와인,category
7,와인,-
8,있을까,-
1,달지않고,sweet
2,마실,-
3,때,-
4,해비한,bold
5,느낌,-
6,주는,-
7,팔만원,-
8,의,-
9,레드와인,category
10,와인,-
11,추천,-
12,부탁해,-
1,적당히달달한,sweet
2,레드와인,category
3,와인인데,-
4,덜신걸로,acidic
5,십만원이하,-
6,와인,-
7,추천해줘,-
1,와인,-
2,잘,-
3,모르는데,-
4,상큼한,acidic
5,화이트와인,category
6,와인으로,-
7,끈적하며,bold
8,200000정도의,-
9,추천해줘,-
1,간단하게,-
2,마실,-
3,스위트로단맛안나는,sweet
4,목,-
5,넘김은,-
6,가볍지만,bold
7,느낌으로,-
8,조금시큼,acidic
9,400000대,-
10,와인,-
11,추천해줘,-
12,,-
1,안달달한걸로,sweet
2,끈적,bold
3,느낌,-
4,있는,-
5,조금시큼,acidic
6,덜쓰고,tannic
7,와인,-
8,있을까,-
1,달지안은,sweet
2,안무겁게,bold
3,느낌,-
4,있는,-
5,쓴거,tannic
6,150000원쯤의,-
7,와인,-
8,있을까,-
1,달지않은거,sweet
2,타닌감이보통인,tannic
3,느낌,-
4,있는,-
5,약간산미있는,acidic
6,육십만원쯤,-
7,와인,-
8,있을까,-
1,쓴,tannic
2,가볍지않게,bold
3,느낌,-
4,있는,-
5,안신거,acidic
6,구만원대의,-
7,와인,-
8,있을까,-
1,시지않고,acidic
2,레드와인,category
3,와인으로,-
4,당도는,-
5,드라이,sweet
6,바디감은,-
7,가볍지않은,bold
